C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_04_402.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_04_402.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_04_402.jpg, 0, 0, 0, 7.796613E-05
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_04_504.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_04_504.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_04_504.jpg, 0, 0, 0, 8.238339E-05
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_04_607.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_04_607.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_04_607.jpg, 0, 0.2588193, 0, 0.189485
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_04_713.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_04_713.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_04_713.jpg, 0, 0.6273846, 0, 0.85222
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_04_817.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_04_817.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_04_817.jpg, 0, 0.920847, 0, 1.766908
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_04_921.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_04_921.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_04_921.jpg, 0, 1, 0, 2.917972
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_026.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_026.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_026.jpg, 0, 1, 0, 4.094087
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_132.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_132.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_132.jpg, 0, 1, 0, 5.49058
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_232.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_232.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_232.jpg, -0.3014766, 1, 0, 6.623141
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_338.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_338.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_338.jpg, -0.4594069, 1, 0, 7.716362
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_440.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_440.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_440.jpg, -0.1592379, 1, 0, 8.851376
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_547.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_547.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_547.jpg, -0.4135525, 1, 0, 9.954048
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_649.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_649.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_649.jpg, -0.196321, 1, 0, 11.06028
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_753.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_753.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_753.jpg, -0.0534354, 1, 0, 12.43888
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_855.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_855.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_855.jpg, -0.3555507, 1, 0, 13.31555
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_05_960.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_05_960.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_05_960.jpg, -0.3116316, 1, 0, 14.49949
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_065.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_065.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_065.jpg, -0.01548419, 1, 0, 15.41229
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_170.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_170.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_170.jpg, -0.2077701, 1, 0, 16.65429
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_271.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_271.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_271.jpg, -0.2172582, 1, 0, 17.82775
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_377.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_377.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_377.jpg, 0, 1, 0, 18.68072
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_481.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_481.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_481.jpg, -0.1642956, 1, 0, 19.83799
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_584.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_584.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_584.jpg, -0.2743167, 1, 0, 20.68702
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_692.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_692.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_692.jpg, 0, 1, 0, 21.90303
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_797.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_797.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_797.jpg, -0.1836099, 1, 0, 22.91916
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_06_901.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_06_901.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_06_901.jpg, -0.1987998, 1, 0, 23.82787
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_005.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_005.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_005.jpg, 0, 1, 0, 24.79673
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_107.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_107.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_107.jpg, -0.2626533, 1, 0, 25.73771
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_214.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_214.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_214.jpg, -0.3297918, 1, 0, 26.73345
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_316.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_316.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_316.jpg, -0.02412574, 1, 0, 27.67815
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_421.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_421.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_421.jpg, -0.07531591, 1, 0, 28.5969
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_527.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_527.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_527.jpg, -0.3324885, 1, 0, 29.46712
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_629.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_629.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_629.jpg, -0.03350459, 1, 0, 30.19252
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_735.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_735.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_735.jpg, 0, 1, 0, 30.19003
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_840.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_840.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_840.jpg, 0, 1, 0, 30.19041
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_07_941.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_07_941.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_07_941.jpg, 0, 1, 0, 30.1903
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_044.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_044.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_044.jpg, 0, 1, 0, 30.19028
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_144.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_144.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_144.jpg, 0, 1, 0, 30.19031
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_246.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_246.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_246.jpg, -0.0688368, 1, 0, 30.18915
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_347.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_347.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_347.jpg, -0.3738741, 1, 0, 30.15973
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_450.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_450.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_450.jpg, -0.02708213, 1, 0, 30.18999
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_553.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_553.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_553.jpg, -0.1681578, 1, 0, 30.18719
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_657.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_657.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_657.jpg, -0.3880755, 1, 0, 30.16508
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_756.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_756.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_756.jpg, -0.1047762, 1, 0, 30.19219
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_864.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_864.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_864.jpg, 0, 1, 0, 30.18952
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_08_964.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_08_964.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_08_964.jpg, -0.0361902, 1, 0, 30.19027
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_069.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_069.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_069.jpg, 0, 1, 0, 30.19058
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_172.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_172.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_172.jpg, 0, 1, 0, 30.19031
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_278.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_278.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_278.jpg, 0, 1, 0, 30.18989
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_378.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_378.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_378.jpg, 0, 1, 0, 30.19032
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_482.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_482.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_482.jpg, -0.04017, 1, 0, 30.18988
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_585.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_585.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_585.jpg, -0.2865057, 1, 0, 30.17167
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_692.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_692.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_692.jpg, 0, 1, 0, 30.18937
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_792.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_792.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_792.jpg, -0.1615428, 1, 0, 30.18578
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_893.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_893.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_893.jpg, -0.1861128, 1, 0, 30.18874
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_09_999.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_09_999.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_09_999.jpg, 0, 1, 0, 30.18937
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_103.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_103.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_103.jpg, -0.05382, 1, 0, 30.18992
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_206.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_206.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_206.jpg, -0.0980529, 1, 0, 30.19051
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_308.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_308.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_308.jpg, 0, 1, 0, 30.19007
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_412.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_412.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_412.jpg, 0, 1, 0, 30.19031
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_516.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_516.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_516.jpg, 0, 1, 0, 30.19032
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_619.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_619.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_619.jpg, 0, 1, 0, 30.19029
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_722.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_722.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_722.jpg, 0, 1, 0, 30.19041
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_827.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_827.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_827.jpg, -0.0671772, 1, 0, 30.18919
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_10_930.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_10_930.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_10_930.jpg, -0.1940298, 1, 0, 30.18768
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_11_034.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_11_034.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_11_034.jpg, 0, 1, 0, 30.18948
C:\Users\mgmgl\Desktop\new_track\IMG\center_2019_11_27_01_16_11_140.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\left_2019_11_27_01_16_11_140.jpg, C:\Users\mgmgl\Desktop\new_track\IMG\right_2019_11_27_01_16_11_140.jpg, -0.29484, 1, 0, 30.17403
